business_id,name,categories,avg_stars
VIxWlFefTnFQPkAvDNURjg,Pizza Hut,"['Pizza', 'Restaurants']",2.0
6UI3dCIY6eM1eBOsnEVBuw,The Perq,"['Sandwiches', 'Ice Cream & Frozen Yogurt', 'Food', 'Dance Clubs', 'Bakeries', 'Nightlife', 'Restaurants', 'Coffee & Tea', 'Gelato']",3.5
li5_YJhPbd4NKym2ThmY7Q,Granny's Kitchen,"['Soul Food', 'Chicken Wings', 'Restaurants']",4.0
rbQOcy2n8dBPpm5ua3VU_Q,Sweet Poké,"['Restaurants', 'Food', 'Poke', 'Asian Fusion', 'Japanese', 'Sushi Bars', 'Hawaiian']",4.5
rF74jsFqy6L7pBetZOJxLw,Subway,"['Restaurants', 'Fast Food', 'Sandwiches']",2.5
E6VoYfE4YDQueOHYpdyQaQ,Empire Bagels,"['Restaurants', 'Bagels', 'Breakfast & Brunch', 'Delis', 'Food']",3.0
buTa1akbH0pO_P10v99_eA,Honey Pig,"['Restaurants', 'Korean']",3.5
bD9f8IT_-7d_Y0n2R24kUg,Kristofer's Steak House,"['Steakhouses', 'Restaurants']",3.0
eoBeah3ZXruU1E5Fs1nSaQ,Amore Patisserie,"['Food', 'Bakeries', 'Restaurants']",4.5
Wg9272hxpu9IBTXMTB6EeQ,Chili's,"['Tex-Mex', 'Restaurants', 'American (New)', 'Nightlife', 'American (Traditional)', 'Bars']",2.5
km5aBHRss5ir_B0jvEErzQ,McFadden's Restaurant and Saloon,"['Nightlife', 'Dive Bars', 'Irish Pub', 'American (New)', 'Irish', 'Bars', 'Mediterranean', 'Restaurants', 'American (Traditional)']",2.0
QzvLnOqwH6BIY_jCOvzuQQ,Pizza Hut,"['Pizza', 'Restaurants']",2.5
mvLdgkwBzqllHWHwS-ZZgQ,Elia,"['Mediterranean', 'Restaurants', 'Greek']",4.5
VJNR3RGqrgi-LRu70eL4sg,South Beach Food Court,"['Food Court', 'Restaurants', 'Fast Food']",2.0
95ASq_FH5hLT1bA3fdISqw,Burger King,"['Restaurants', 'Fast Food', 'Burgers']",2.0
SzzrUeJGnl_LQAJXMK8wQw,Omoide Noodles & Bowls,"['Noodles', 'Ramen', 'Japanese', 'Soup', 'Restaurants']",3.5
uX0qfWBvCbXHFIAsMYjmXg,Little Caesar's Pizza,"['Pizza', 'Restaurants']",2.0
0mnnlFCploePlnEaddw63g,Aurelio's Pizza,"['Salad', 'Pizza', 'Italian', 'Restaurants']",4.0
TUfb2lH2nwKqu_IyM8wA-A,Long John Silver's,"['Restaurants', 'Fast Food']",3.5
aBji25npHv54Y5WJiBXX_w,Cilantros Taco Grill,"['Fast Food', 'Restaurants', 'Mexican']",2.5
zDZGCsPaiDqbLiE3_blJBw,International Eatery,"['Italian', 'Mexican', 'Restaurants', 'Chinese']",3.0
Ig-ecmGaE1-0AAGut70xTg,Barefoot Bar and Grill,"['Hawaiian', 'Bars', 'Nightlife', 'Restaurants', 'Music Venues', 'Arts & Entertainment']",3.5
l_aHtzAhgpG9h9tZdTEklg,CJ's Texas Barbeque,"['Restaurants', 'Barbeque']",3.0
EZQESVzkOPs7LwCHVC3Szg,Mizumi,"['Restaurants', 'Japanese']",4.0
Fv3jcRVP8WBEdTR8E4l1hQ,World's Fare Buffet,"['Buffets', 'Restaurants']",2.0
Vn-Xqc1qkF1Vh2Z-wHkBVw,Bagels And Subs,"['Restaurants', 'American (New)', 'Sandwiches', 'Breakfast & Brunch']",4.5
D74O-i-iEWo-e5BpwFMcUA,Roberto's Taco Shop,"['Mexican', 'Restaurants']",3.0
ZrXYLXcEcDvYYBErmafobg,Marketplace Cafe,"['Cafes', 'American (New)', 'Diners', 'Restaurants']",4.5
ZxfjACWhW25vklHpYDMWag,The Water Factory,"['Restaurants', 'American (New)']",4.0
h9JtnWjxRaL6tB3zNCkgKA,Rinconcito Guanaco,"['Restaurants', 'Mexican']",4.0
VlMRR74NjdysPIfaUUSoBA,D Grill,"['American (Traditional)', 'Restaurants']",3.0
gTlKDwjfiNvCc5mnl8p1NQ,Cafe El Mundo Cubano,"['Dance Clubs', 'Cuban', 'Bars', 'Lounges', 'Tapas Bars', 'Restaurants', 'Nightlife']",3.5
ruWTngdiC68O9la27hvvHw,Foundation Room,"['Bars', 'Restaurants', 'American (New)', 'Lounges', 'Dance Clubs', 'Nightlife']",4.0
G6vCAStneBwBlQDE02dHdQ,Starbucks,"['Food', 'Restaurants', 'Coffee & Tea', 'Food Court']",1.5
eavP59x5DOpGwVFhxbG4Cg,Pho Vietnamese Cuisine,"['Vietnamese', 'Restaurants']",2.5
suQugTjSMYMIrK5fAabC_Q,Roberto's Taco Shop,"['Restaurants', 'Fast Food', 'Mexican']",3.5
5iHctUjkQTGwEvOaBkwMRQ,Espression Cafe,"['American (Traditional)', 'American (New)', 'Coffee & Tea', 'Restaurants', 'Gelato', 'Food', 'Breakfast & Brunch', 'Fast Food', 'Burgers', 'Internet Cafes', 'Cafes']",4.0
piPwB7EvylrVnPZLcwrdNg,Jasmine Thai Gourmet,"['Restaurants', 'Thai']",4.5
qGW6A2w5E0rfQV-0f5jrVQ,Masala,"['Pakistani', 'Fast Food', 'Indian', 'Restaurants']",4.5
RqTCCfUQJh_OpWwgOVWiDw,Havana Go Go,"['Cuban', 'Coffee & Tea', 'Food', 'Restaurants']",2.5
bzI2YREsxDomhVvvaZmcSw,Sammy's Woodfired Pizza and Grill,"['Pizza', 'Salad', 'Restaurants', 'Gluten-Free']",4.0
9wNrqTeoEepFSbFu4QLuUQ,Rosati's Pizza,"['Sandwiches', 'Chicken Wings', 'Restaurants', 'Pizza']",3.5
qParPpAesanzrvjhFV0PdQ,Long John Silver's,"['Fast Food', 'Seafood', 'Restaurants']",2.5
r-ODPgzrdDGIzxmZl4iwiQ,Jack in the Box,"['Restaurants', 'Burgers', 'Fast Food']",3.0
df5IJWW0-C4AJDCS9AwtbQ,L.A. Italian Kitchen,"['Restaurants', 'Pizza', 'Italian']",2.5
V8HEOhiEUU2i-VHcp_K8lQ,Starbucks,"['Restaurants', 'Food', 'Desserts', 'Sandwiches', 'Coffee & Tea']",2.5
tFvKH6P6vnFLkiMKAyV-gg,TJ's Deli,"['Delis', 'Restaurants']",4.5
yQfiIg-HDflMzBKOfyTqQA,New Frontier Hotel & Casino,"['Casinos', 'Event Planning & Services', 'Hotels & Travel', 'Hotels', 'Arts & Entertainment', 'Restaurants']",3.5
ugIDAeQPfKs9GVBaPUSBkA,Sushiro,"['Japanese', 'Restaurants', 'Seafood', 'Sushi Bars', 'Buffets']",4.5
gO_z_5FQVHLCiJjOsfE1fg,Via Brasil Steakhouse,"['Beer', 'Wine & Spirits', 'Seafood', 'Diners', 'Steakhouses', 'Restaurants', 'Brazilian', 'Portuguese', 'Desserts', 'Food', 'Buffets']",4.0
kUQwaqwxKlScAQNhRx2_2w,Boston Pizza,"['Event Planning & Services', 'Caterers', 'Pizza', 'Restaurants', 'Chicken Wings']",3.5
REJPrXEZly4PDQNmiMGI8Q,Robertos Taco Shop,"['Mexican', 'Food', 'Specialty Food', 'Tacos', 'Restaurants']",3.0
bTv4SViSYM5aux1HUN1LEA,Auntie Anne's,"['Food', 'Fast Food', 'Pretzels', 'Restaurants', 'Bakeries']",4.0
uaBVv3tZJaOd8lfPFInzTA,Wendy's,"['Restaurants', 'Burgers', 'Fast Food']",2.5
qmh6zxtJ8C8-YiUPv7ySlw,Daniel Boulud Brasserie,"['Restaurants', 'French']",4.0
ARohEoxqg8TzA5gQfdGAZw,Benihana,"['Teppanyaki', 'Restaurants', 'Sushi Bars', 'Japanese']",4.0
sSbhLkw1B58zLeUtv5lpaQ,Cilantros True Mexican Cuisine,"['Mexican', 'Restaurants']",5.0
TfabYPasZ1oOMN6JLa-yvw,India Palace,"['Indian', 'Restaurants']",4.0
lINk_EU_elY6iTrfUGcRqg,El Pollo Loco,"['Restaurants', 'Mexican', 'Fast Food']",2.0
z7IEawyWhsdjc-7clTJWUQ,IHOP,"['American (Traditional)', 'Restaurants', 'Breakfast & Brunch', 'American (New)']",2.5
AUl6myFhTAbEqt0GMdKHiw,Chipotle Mexican Grill,"['Fast Food', 'Mexican', 'Restaurants']",3.0
fx7HMO3eIoopvrteM-dtSw,Jade Cafe,"['Restaurants', 'Cafes', 'Food', 'Chinese']",3.0
PWWuvwKa3sUnBIjTar4dEw,Burger King,"['Fast Food', 'Burgers', 'Restaurants']",2.0
sVr_5-H0emPH9BcCiwG8xA,Side Chix Cafe,"['Restaurants', 'Soul Food', 'American (Traditional)']",4.0
VONg0lyHm7fUdARWjkkjCQ,Las Enchiladas Demama,"['Mexican', 'Restaurants']",4.5
m6QREZLAQatX1swZ2FN4hQ,The Cuppa,"['Bagels', 'Food', 'Restaurants', 'Coffee & Tea', 'Sandwiches', 'Bakeries']",4.5
lhxG1Jlp4nMpLMoix31OYg,Kaizen Fusion Roll & Sushi,"['Restaurants', 'Sushi Bars', 'Japanese']",4.0
aMZzd9RrRyhpuUJycefotA,Norm's Diner,"['Restaurants', 'Diners']",4.5
u3wBdbVJXkXA7VUpz_YuEQ,Korea House BBQ,"['Barbeque', 'Korean', 'Restaurants']",3.5
_3FxLxdg1unUQc3QqIgJuA,T-Bones Chophouse,"['Steakhouses', 'Restaurants']",3.5
qy6RM3qsgXTanVH-TlJaXQ,Cheerful House Chinese Cuisine,"['Food', 'Chinese', 'Restaurants', 'Juice Bars & Smoothies']",4.5
sppmLnZKcbQ6cR2JIFL84g,Pan Asian Express,"['Restaurants', 'Pan Asian', 'Asian Fusion', 'Chinese']",1.5
tFTzpmc1Z_KfG75uCm_c5A,Los Compadres,"['Grocery', 'Meat Shops', 'Mexican', 'Specialty Food', 'Restaurants', 'Food']",4.5
dJp6YuFJRCVHtM7SuY_mMA,Love Thai Cuisine,"['Thai', 'Restaurants']",3.5
gHq85iAANw1eIOVzkzRrpg,Metro Diner,"['American (Traditional)', 'Breakfast & Brunch', 'Restaurants', 'Diners']",4.5
TDTASGFy_aGp6vy0i23mDA,Jack in the Box,"['Restaurants', 'Fast Food']",3.0
PYoGpgAUDgT6OMxD_fe79g,Hon Pocha,"['Asian Fusion', 'Korean', 'Gastropubs', 'Restaurants']",5.0
Os1n1_idfw9vv9kwULGJnQ,Island Style Restaurant,"['Asian Fusion', 'Restaurants', 'Korean', 'Hawaiian']",4.5
5NUHLYoZS_iCp2JSt5tQZQ,Mr B's Bar & Grill,"['Nightlife', 'Italian', 'Bars', 'Restaurants']",4.0
QKCu3cKjMAOOZI7tEfv0zg,China A Go Go,"['Restaurants', 'Chinese']",3.5
5XqlvHsByE4GFgTZtZDXgQ,Indian Bowl Cuisine,"['Indian', 'Specialty Food', 'Ethnic Food', 'Restaurants', 'Food']",4.0
ykKzoxBpRmYBTyW6NXxUqQ,Tre Bella Cafe,"['Restaurants', 'Sandwiches', 'Coffee & Tea', 'Food']",3.5
0gWg-kqRLEQbhui8b_v2Xw,Hi Scores - Blue Diamond,"['Bars', 'Arts & Entertainment', 'Arcades', 'Nightlife', 'Restaurants']",4.0
khXRwuslAgvZ8PkqCgiBKw,Gianna's Pizza,"['Delis', 'Salad', 'Pizza', 'Restaurants']",4.0
CBb7z-MTbkzBvsUHBDqxEg,Tony Roma's,"['Seafood', 'Barbeque', 'Steakhouses', 'American (Traditional)', 'Restaurants']",2.5
WXzA4jW-E2UtaFd3v86Xfw,Sitara Hookah Lounge,"['Mexican', 'Bars', 'Restaurants', 'Hookah Bars', 'Nightlife']",3.5
tQifTiY-vutj8orxcMJKfQ,Triple George Grill,"['American (New)', 'Seafood', 'Steakhouses', 'Restaurants']",4.0
Tw3xFIaDi2AenwTeGQdlUQ,Peng Zu,"['Restaurants', 'Pan Asian']",3.5
iYRAuwz8GfnDoteJNdyUXQ,Maui Rose Hawaiian Bbq,"['Hawaiian', 'Restaurants']",3.0
Vjzg0VOQsBWw1TA3iLol-A,Panda Express,"['Chinese', 'Restaurants', 'Fast Food']",2.5
etid3CozFvEOFcvDwHXsDw,Harvest by Roy Ellamar,"['American (New)', 'Restaurants']",4.0
UoPOED2pSAQjf4Gz4gYtqw,Carl's Jr,"['Burgers', 'Salad', 'Fast Food', 'Restaurants']",2.5
YDM2mRIX5vB3feGiKhFk6Q,Dough Doughs Hawaiian Cafe & Malasadas,"['Donuts', 'Food', 'Hawaiian', 'Breakfast & Brunch', 'Sandwiches', 'Restaurants']",4.0
icsmeOong1Ac5AcwKKuqgQ,Fukuburger,"['Food Trucks', 'Burgers', 'Asian Fusion', 'Food', 'Restaurants']",3.5
Y5qoU8Cau4ZbWMTEpbuWpA,Bazic Bar & Karaoke,"['Karaoke', 'Japanese', 'Restaurants', 'Nightlife', 'Korean']",4.0
HD4JDFoc_htq5VYESJT8gw,Wingstop,"['Fast Food', 'American (Traditional)', 'Chicken Wings', 'Restaurants']",3.5
Ocquw2_SSDlqwoAhEVek0g,Taiwan Kitchen,"['Taiwanese', 'Restaurants']",3.5
r1Uj2CHlp0N3U_XKMIk_GA,Chieti Coffee & Roasting,"['Restaurants', 'Bakeries', 'Delis', 'American (New)', 'Cafes', 'Food']",4.0
1skTxDMBQSpElbLfhBgmVQ,China Joy,"['Restaurants', 'Chinese']",2.5
096iGHoQ-UImxUExuyqlZA,House of Aloha,"['Hawaiian', 'Restaurants']",5.0
lQ9VmIWvM6v-rONPkYX8aQ,Alex,"['American (New)', 'Restaurants', 'French']",4.5
KaGZE0_o1EmmSN4Fo_cpUw,Public House,"['Burgers', 'American (Traditional)', 'Sports Bars', 'Food', 'Nightlife', 'Bars', 'Beer', 'Wine & Spirits', 'Restaurants']",3.0
zK7sltLeRRioqYwgLiWUIA,"Flippin' Good Chicken, Burgers, Beer","['Comfort Food', 'Desserts', 'Burgers', 'Food', 'Local Flavor', 'Restaurants']",4.0
FHeWz039ONIOZL13pa5nXw,Dazzling Bistro Food Truck,"['Restaurants', 'Food', 'Event Planning & Services', 'Caterers', 'Food Trucks']",5.0
ALp--wAIVL4qQfCANn3ffw,Hunt & Gather Cafe,"['Food', 'Cafes', 'Pizza', 'Coffee & Tea', 'Restaurants']",4.0
YsGN4k4N4a5LWxe6H-yviA,Pizza Hut,"['Restaurants', 'Pizza']",2.5
-CbDQXiuKzPQ0_jiUz03aw,Taiga Modern Japanese & Thai Restaurant,"['Restaurants', 'Japanese', 'Thai']",4.0
1CR2ddUcjYYwRd5JLtiRrw,Hard Rock Cafe,"['American (Traditional)', 'Restaurants', 'Burgers', 'Breakfast & Brunch', 'Arts & Entertainment', 'Music Venues', 'American (New)', 'Nightlife']",3.5
UUfioP3G4Qowm0x2HQlPtA,Hot Head Burritos,"['Mexican', 'Restaurants', 'Fast Food']",3.5
GMBvBDKgOT51xDTpGVphBw,Bombay Indian Cuisine,"['Restaurants', 'Pakistani', 'Indian', 'Halal']",3.0
fp1AV66Uq9mo_9ZhZIIpcQ,Pizza Hut,"['Italian', 'Restaurants', 'Chicken Wings', 'Fast Food', 'Pizza']",2.0
Yq92uUpugGyJLvDtcDRunw,In-N-Out Burger,"['Fast Food', 'Burgers', 'Restaurants']",4.5
ZsKWULhwwB61RHzCrb1i9A,Blue Burrito Grille,"['Restaurants', 'Mexican']",2.5
VzUo-RURV3VnfNItAYM8yg,Boba Hut,"['Hawaiian', 'Bubble Tea', 'Food', 'Chinese', 'Restaurants', 'Asian Fusion', 'Coffee & Tea']",4.0
nHQtk-oJVNvVpvfFslv9Ug,PT's,"['American (New)', 'Restaurants', 'Sports Bars', 'Bars', 'Nightlife', 'Pubs']",3.0
MYB1ZMspBk1Xc_awp_PtSw,Naked City Pizza Express,"['Sandwiches', 'Chicken Wings', 'Restaurants', 'Pizza']",3.0
AHnvBkGTNlpAVTmg-k0Bsg,Subway,"['Restaurants', 'Fast Food', 'Sandwiches']",3.0
JGM-SxW_vayu0fBch-U2FQ,Pizza Bella,"['Food Delivery Services', 'Italian', 'Food', 'Pizza', 'Restaurants']",1.5
OwL4BM7GchsxBXxWrkmmqw,Papa Murphy's,"['Pizza', 'Restaurants']",3.5
WKrCvD-CoDZnCj3nsMCrRw,PT's,"['Sports Bars', 'Restaurants', 'American (New)', 'Pubs', 'Nightlife', 'Bars']",3.5
pdeTqMHy2YUkFzWxvP1huw,Baja Fresh Mexican Grill,"['Mexican', 'Restaurants']",3.5
gFjHMjQXn5pbObxJupiuPA,Bar Charlie,"['Restaurants', 'Japanese']",5.0
MqIgMLUdD53r_dmx1goYJg,Shucks Tavern & Oyster Bar,"['Seafood', 'Breakfast & Brunch', 'Restaurants', 'Nightlife', 'Bars', 'Sports Bars']",3.5
cxwQIfMljUhk1yMG8PQLXg,Charlie's Market Buffet,"['Restaurants', 'Buffets']",3.0
Rxz2YpeLr9Ek54Lt5z6h0A,The Chuck Wagon Restaurant,"['Restaurants', 'American (Traditional)']",3.5
BdzJQypceJ5Bam2P7egoiw,Mr Poké Bowls & Rolls,"['Fast Food', 'Japanese', 'Do-It-Yourself Food', 'Restaurants', 'Sushi Bars', 'Asian Fusion', 'Food', 'Poke', 'Mexican', 'Hawaiian']",4.0
9UZbY3FxhpNZ8sVWcYON6A,Cicis,"['Restaurants', 'Buffets', 'American (Traditional)', 'Pizza']",3.0
AhAuNIkWtht0Fq4gEJzodA,Wienerschnitzel,"['Hot Dogs', 'Sandwiches', 'Restaurants', 'Fast Food']",3.5
3tBRBsiTi6JJz3CJ7DcS_w,Skinny Chick Fat Chicken,"['American (Traditional)', 'Salad', 'Bed & Breakfast', 'Hotels & Travel', 'Restaurants', 'Sandwiches', 'Food']",4.0
upgjUq616Yz1IvAvysDLWA,Ely's Restaurant,"['Restaurants', 'Breakfast & Brunch', 'Diners', 'American (Traditional)']",4.0
mfQfNIb3TYeBSxsN1WD8eA,McDonald's,"['Fast Food', 'Restaurants', 'Burgers']",3.0
E2inSSpEOeOnC1reFPC2-w,Pho Kitchen,"['Noodles', 'Vietnamese', 'Restaurants']",4.5
UvF68aNDfzCWQbxO6-647g,Mr. Sandwich,"['Restaurants', 'Sandwiches', 'Vietnamese']",3.5
tJ9-u9MfpVbX4X2miIJ71w,Hokkaido Teppanyaki Steak House,"['Sushi Bars', 'Restaurants', 'Japanese', 'Teppanyaki', 'Steakhouses', 'Seafood']",4.0
tVW7pefO8xIgWMF86oVhKQ,Firehouse Subs,"['Delis', 'Restaurants', 'Fast Food', 'Sandwiches']",4.0
fcWkZgmzRsm3H4egzSrV_A,KJ Dim Sum & Seafood,"['Chinese', 'Dim Sum', 'Restaurants', 'Seafood']",3.5
xrt83taykZS48LB21yOB9w,Casino Cafe,"['American (Traditional)', 'Restaurants']",2.5
M5Ft2YKkh9fFjyUNmAeRGA,Meskerem Ethiopian Restaurant & Market,"['Restaurants', 'Ethiopian']",4.0
uiHyP1uOAzOPkOmnWhnW0A,Roberto's Taco Shop,"['Restaurants', 'Fast Food', 'Mexican']",3.0
N4BbeIbQNgtUEEMutu9U3w,Famous Dave's Barbeque - Las Vegas,"['Restaurants', 'Barbeque', 'Sandwiches', 'Southern']",3.0
fAo-3jt3oD69nwnr5M6FLQ,Wing Lei,"['Restaurants', 'Chinese']",3.5
mIzlYJ0n8cXIHs1JiPN8kg,GO!KU J-Wraps & Ramen GOKU,"['Ramen', 'Japanese', 'Vegan', 'Restaurants', 'Noodles', 'Vegetarian', 'Sushi Bars']",4.5
jV-p3USnEP9WwOGDgzkYTA,Subway,"['Fast Food', 'Restaurants', 'Sandwiches']",3.0
oe6srp_GGRncy5ODHNfW0g,Michael's Pub,"['Bars', 'American (Traditional)', 'Sports Bars', 'Restaurants', 'Nightlife']",4.0
sm9d8q9DJW6OVKeDlVUVKA,Hazel M Wilson Dining Commons,"['Buffets', 'Restaurants']",3.0
SycXTaA4MeJZuDK4Y1owDQ,Islands Restaurant,"['Nightlife', 'Burgers', 'American (Traditional)', 'Bars', 'Restaurants', 'Sports Bars']",3.5
Thx8WO-qqYJmEKssu4g9SA,Sushi On Rainbow,"['Japanese', 'Buffets', 'Sushi Bars', 'Restaurants']",3.5
BGcrYtRjOc6eWtxOpD9cWQ,Geri's Olde Philadelphia Restaurant,"['American (Traditional)', 'Sandwiches', 'Restaurants']",4.0
L0beIaAd-rt_KymBM5sW0Q,Hungry Islander,"['Hawaiian', 'Restaurants']",2.5
hzZjYhV25DuehpK1-pak1g,Pampas,"['Restaurants', 'Brazilian']",4.5
GDWWeeGW4d3tLWa21GhI8w,Chicken Now,"['Chicken Wings', 'Restaurants']",2.5
r-wz3rmeNGLBMOqtfXnxog,Don Michael's,"['Bars', 'Restaurants', 'Italian', 'Nightlife', 'Wine Bars', 'Specialty Food', 'Pasta Shops', 'Food', 'Salad']",4.5
JcFyuyo0Rt6gDiVZ9yJ3VQ,Krayvings,"['Food', 'Breakfast & Brunch', 'American (New)', 'Sandwiches', 'Juice Bars & Smoothies', 'Restaurants']",4.0
_RiwESa2w64ls6y_5tE4CA,Yoshi Burritos,"['Food', 'Sushi Bars', 'Restaurants', 'Poke', 'Asian Fusion']",4.5
ygaOvp0PLBYaYeN9cZAlGg,Viet Noodle Bar,"['Restaurants', 'Vietnamese', 'Barbeque', 'Soup']",4.5
gS0CcaNcmiU18nLqqELhUQ,Palio,"['Coffeeshops', 'Nightlife', 'Breakfast & Brunch', 'Coffee & Tea', 'Food', 'Desserts', 'Restaurants']",4.0
cHPhtFqvkQ9hpr_ka-sLow,Costco Food Court,"['Restaurants', 'Food Court']",4.0
Oyo5CWthu2upxxaf69MfIg,Anna's Garden,"['Chinese', 'Restaurants']",3.5
N5CL5HLS6lyltw-OjjBrOw,Hussong's Cantina Boca Park,"['Restaurants', 'Mexican', 'Bars', 'Vegan', 'Nightlife']",3.5
WRQ-9LluyivReFiQZFUujw,Buldogis Gourmet Hot Dogs,"['Hot Dogs', 'Chicken Wings', 'Asian Fusion', 'Restaurants', 'Korean']",4.5
CgCujnZFGzsMPDVo4VNCLA,Blaze Fast-Fire'd Pizza,"['Pizza', 'Salad', 'Restaurants', 'Fast Food']",4.0
kANF0dbeoW34s2vwh6Umfw,Dairy Queen,"['Restaurants', 'Fast Food']",2.0
VJd7GkzW-x3h0j4Pe5mtfw,911 Taco Bar,"['Caterers', 'Restaurants', 'Event Planning & Services', 'Food Stands']",5.0
6a3n4Hd0niHndoPywSkb7Q,Red Ribbon Bakeshop,"['Filipino', 'Restaurants', 'Food', 'Bakeries', 'Fast Food']",3.5
lswrEHkfLHoChmSsGFAAwA,Vegan Meals by Mindy,"['Restaurants', 'Food', 'Vegan', 'Fruits & Veggies', 'Specialty Food', 'Food Delivery Services']",5.0
4yAvytbVKHqSYAo3mkI9OA,Pro Kabob Persian Restaurant,"['Halal', 'Afghan', 'Restaurants', 'Persian/Iranian', 'Middle Eastern']",4.5
AuYHfT9Y0QEeu0hrZic0xg,Worlds Best Corndogs LV,"['Hot Dogs', 'Restaurants', 'Street Vendors', 'Food', 'Food Trucks']",4.5
6JVaLv8KvOgK24RB7pxUiw,Sunset Grill,"['Breakfast & Brunch', 'American (Traditional)', 'American (New)', 'Restaurants']",4.0
CZJ-s3Io3TQ0Jr2r_tm51g,Popeyes Louisiana Kitchen,"['Fast Food', 'Chicken Wings', 'Restaurants']",2.5
J5ylw6DXGmQ6hM06Ne3XHw,The Phoenix Bar & Lounge,"['Restaurants', 'American (New)', 'Gay Bars', 'Nightlife', 'Bars', 'Lounges', 'Karaoke']",4.0
klsBtNP-vlO3QlfPbAtTzQ,Denny's,"['Burgers', 'American (Traditional)', 'Diners', 'Restaurants', 'Breakfast & Brunch']",3.0
PlBB9x6jpD2LW-3uJfODFA,Cal Club Snack Bar,"['Fast Food', 'Hawaiian', 'Restaurants']",3.5
Rgmy8WQEaBMCd4BMdl0SIQ,Roberto's Taco Shop,"['Mexican', 'Restaurants', 'Fast Food', 'Spanish']",2.0
yVmJdzstj6fQf7DyObvB7A,Johnny's Pizzeria,"['Food', 'Beer', 'Wine & Spirits', 'Salad', 'Restaurants', 'Pizza', 'Italian']",2.0
nebRKfau_9iTxRDR6WGj9A,Kapuso Kapamilya,"['Nightlife', 'Italian', 'Bars', 'Karaoke', 'Lounges', 'Restaurants', 'Education', 'Colleges & Universities', 'Pubs', 'Filipino']",3.0
3Gw8YcAjo3AcMbtbX1TGSA,Jack In the Box,"['Restaurants', 'Fast Food']",3.0
yfXk-WRkDUn0W_dAT1Pn0Q,Tokyo Kitchen,"['Cafes', 'Restaurants', 'Japanese']",4.5
qYDp5JsCh5ebULZaFCqKiA,Torino's Sports Pub & Restaurant,"['Restaurants', 'Pizza', 'Sports Bars', 'Nightlife', 'Bars']",2.5
MAxm3XjWfrtAOfWqjZ3CUg,King's Cafe,"['Cafes', 'Restaurants', 'Soup', 'Sandwiches']",5.0
Xww2E2ym5cWX3-91Ml5Bfw,The Cantina Mexican Restaurant,"['Mexican', 'Restaurants']",3.5
PbyqDJf815zRn-7p6vYpAQ,Umami Burger -  SLS Las Vegas,"['Bars', 'Nightlife', 'Restaurants', 'Burgers', 'Sports Bars']",4.0
1DP5vHxJzCDbgawv0WC3yA,Rose. Rabbit. Lie,"['Diners', 'Arts & Entertainment', 'Restaurants', 'Bars', 'American (New)', 'Performing Arts', 'Nightlife']",4.0
5A9XLq-oNiua4fVrsRCaXg,Panda Express,"['Bubble Tea', 'Chinese', 'Restaurants', 'Fast Food', 'Food']",2.5
i7__R4dmGUayzNB939Zm0A,Shuseki,"['Sushi Bars', 'Japanese', 'Ramen', 'Restaurants']",3.5
NaZVUOzqk5b-l0mlki-9Og,Chun Fai Chinese Eatery,"['Food', 'Soup', 'Restaurants', 'Chinese', 'Thai', 'Bubble Tea']",3.5
E-pUHcZaIzFQbnWnGHcC7w,Sonic Drive-In,"['Fast Food', 'Restaurants', 'American (Traditional)']",3.0
Y7JOip5LLaXc007OqkCg7g,Pacific Buffet,"['Buffets', 'Restaurants']",2.5
707ST4xhNavXNvZtEL-RgQ,Windy City Beefs 'N Dogs,"['Restaurants', 'Hot Dogs']",3.5
HojKatUfX4UHWaPqtl63NQ,Rivea,"['French', 'Italian', 'Restaurants', 'Mediterranean']",4.0
hm5Tgbj-IWQqe-ImqnBaNg,The Hush Puppy,"['Seafood', 'Comfort Food', 'Restaurants', 'Southern']",4.0
zbVJRIXEU0LVGWpU1Wb--A,PT's Gold,"['American (Traditional)', 'Pubs', 'Bars', 'Breakfast & Brunch', 'Restaurants', 'Nightlife']",3.5
IuSx68tb7iZa-aAeknXp8A,Outback Steakhouse,"['Restaurants', 'Steakhouses']",3.0
0tnZj3GkhKxPd9hT3HXt5A,Huntridge Pharmacy,"['Food', 'Vegetarian', 'Shopping', 'Restaurants', 'Diners', 'Nightlife', 'Bars', 'Doctors', 'Health & Medical', 'Drugstores']",4.0
xjt6w2cNvE44Go-l-rK_6Q,Starbucks,"['Food', 'Cafes', 'Restaurants', 'Coffee & Tea']",3.5
w4QcDDG4mYyCg48BYE_Frg,Go Raw Cafe,"['Juice Bars & Smoothies', 'Vegan', 'Vegetarian', 'Restaurants', 'Food']",4.0
ZRe7iIrIRDMMWhrcieMsiQ,Sesame House,"['Chinese', 'Sandwiches', 'Restaurants', 'Specialty Food', 'Food', 'Fruits & Veggies', 'Juice Bars & Smoothies']",4.0
BM7Q7WHJWqNfyEzq0k4mdw,Subway,"['Restaurants', 'Sandwiches', 'Fast Food']",2.5
wZJOlSwUZcVQuLt9sZeV2A,The Cuppa,"['Coffee & Tea', 'Food', 'Juice Bars & Smoothies', 'Restaurants', 'Sandwiches', 'Bakeries']",4.0
anQ0TggcB6f4yO4csQ44oA,Elevated Juice,"['Juice Bars & Smoothies', 'Sandwiches', 'Acai Bowls', 'Food', 'Coffee & Tea', 'Restaurants']",4.0
